1100741 , 116.72072672843933 , 641  
1100741 , 116.73350286483765 , 468  
1100741 , 117.51809310913086 , 431  
274892 , 30.59004044532776 , 409  
274891 , 29.0009708404541 , 784  
274892 , 40.592705726623535 , 636  
1255596 , 107.42199110984802 , 961  
1255596 , 108.12093353271484 , 298  
1255596 , 109.74623370170593 , 641  
1582177 , 180.96929216384888 , 289  
1582177 , 168.92188835144043 , 310  
1582175 , 172.53971481323242 , 385  
274891 , 28.260193824768066 , 952  
274892 , 39.86440110206604 , 117  
274892 , 40.03862166404724 , 562  
206169 , 32.0688636302948 , 186  
206168 , 32.73799109458923 , 355  
206169 , 32.80093836784363 , 647  
206169 , 33.44847822189331 , 680  
206169 , 35.97600483894348 , 839  
206169 , 37.006651639938354 , 650  
206168 , 37.09451651573181 , 138  
206169 , 37.11726260185242 , 691  
206168 , 35.07761287689209 , 710  
206169 , 35.47124528884888 , 633  
206169 , 35.51958107948303 , 422  
206169 , 35.68351602554321 , 153  
206169 , 31.57453203201294 , 702  
206168 , 31.828613758087158 , 338  
206169 , 31.84921407699585 , 684  
206169 , 31.879863739013672 , 120  
206169 , 32.68274903297424 , 928  
206168 , 32.69632434844971 , 634  
206169 , 32.861648082733154 , 762  
206169 , 33.02112412452698 , 159  
206169 , 32.43610382080078 , 729  
206168 , 32.840043783187866 , 815  
206169 , 33.331156492233276 , 887  
206169 , 33.33004117012024 , 767  
206169 , 33.50782513618469 , 943  
206168 , 34.00137162208557 , 562  
206169 , 34.14176893234253 , 843  
206169 , 34.163103103637695 , 902  
274892 , 42.089049339294434 , 841  
274891 , 42.44721603393555 , 110  
274892 , 42.79095220565796 , 159  
1100741 , 101.15118932723999 , 308  
1100741 , 102.38886570930481 , 852  
1100741 , 98.6613392829895 , 651  
1100741 , 105.27524924278259 , 455  
1100741 , 105.58548402786255 , 458  
1100741 , 99.66875290870667 , 591  
274892 , 31.524532318115234 , 388  
274891 , 31.526726007461548 , 879  
274892 , 31.53578495979309 , 372  
1100741 , 100.45659828186035 , 255  
1100741 , 101.54261708259583 , 318  
1100741 , 110.49514555931091 , 159  
274892 , 26.789107084274292 , 362  
274892 , 39.958380699157715 , 294  
274891 , 39.964346170425415 , 967  
1100741 , 101.13443088531494 , 958  
1100741 , 102.38636493682861 , 764  
1100741 , 85.79357671737671 , 797  
1100741 , 105.28485560417175 , 630  
1100741 , 105.76161575317383 , 674  
1100741 , 98.51087832450867 , 200  
1100741 , 105.9175283908844 , 305  
1100741 , 106.11464023590088 , 297  
1100741 , 100.79532194137573 , 980  
274892 , 26.487956047058105 , 357  
274891 , 26.800583600997925 , 973  
274892 , 34.051671743392944 , 617  
1100741 , 102.08656120300293 , 365  
1100741 , 103.45209670066833 , 359  
1100741 , 99.48988342285156 , 786  
1100741 , 104.54248118400574 , 956  
1100741 , 105.52646112442017 , 182  
1100741 , 99.52138686180115 , 430  
1100741 , 109.71928095817566 , 764  
1100741 , 111.33437466621399 , 817  
1100741 , 111.32060408592224 , 350  
1100741 , 112.81148743629456 , 839  
1100741 , 113.47329998016357 , 363  
1100741 , 113.16922211647034 , 739  
1100741 , 94.09287238121033 , 671  
1100741 , 94.38122272491455 , 302  
1100741 , 80.49893116950989 , 988  
206169 , 17.683919429779053 , 475  
683868 , 58.39874076843262 , 769  
206169 , 17.913811206817627 , 477  
1258325 , 66.80075478553772 , 176  
1258325 , 74.7241563796997 , 525  
1258325 , 78.41513872146606 , 692  
